"STATEFP","ST_FIP","GEOID","q1a","q1d","q6","q6c","age_median","pop_total","per_male","ratio_agedepen","hh_size","hh_samesex","hh_oc","per_25to64","per_edu_bachelor","income_median_hh","income_oc_to_rc","percent_flood","avg_month_drought","near_dist"
26,2686780,"2612186780","4","1","1","0",39.5,2.772,45.8874458874459,68.6,2.34,0,65.4,48.4848484848485,9.09090909090909,43.942,2.16780365720744,11.1959009,0,6.82634163038
26,2610040,"2612510040","3","3","0","0",39.3,15.106,49.6954852376539,51.7,2.86,0.6,92.2,57.9041440487224,15.8149079835827,71.267,2.75855763604447,4.2439681,1,51.4583413508
26,2627440,"2612527440","4","1","1","0",41.4,80.191,48.2722500031176,59.6,2.36,0.3,65.8,55.8653714257211,31.3925502861917,67.803,2.26985949237565,4.1337204,1,31.2291510903
26,2646320,"2612546320","3","2","1","0",48.7,4.101,45.6961716654475,48.2,2.27,1.4,95.2,63.9356254572056,35.9912216532553,81.607,0.923332272293211,0,1,22.6763495012
26,2650560,"2612550560","1","1","1","1",40.2,29.954,50.0467383321092,49.3,2.3,0.4,67.6,58.3094077585631,14.472190692395,45.313,2.1905322656618,0,1,18.007772574
26,2675100,"2612575100","3","1","1","0",36.7,11.072,46.3601878612717,71.4,2.43,0.2,78.3,53.0256502890173,22.7330202312139,51.297,2.277213401507,2.9976711,1,48.2259337611
26,2688140,"2612588140","2","3","1","0",30.6,13.456,47.7556480380499,46.5,2.28,0,50.2,55.4696789536266,21.2916171224732,51.503,2.97953788917173,9.0471592,1,43.9982231972
26,2631720,"2613731720","3","1","1","0",42.5,3.732,49.1961414790997,68.2,2.03,1.4,53.6,48.0439442658092,8.54769560557342,27.115,2.76846259642409,0,1,46.2594038014
26,2633340,"2613933340","3","1","1","0",44.7,10.64,44.9906015037594,69.5,2.15,0.9,72.9,52.218045112782,16.9642857142857,42.398,2.06981016533987,16.3302975,0,3.09128574771
26,2633360,"2613933360","2","1","1","0",36.8,14.963,46.6951814475707,64.2,2.8,1.2,84.9,51.3867539931832,21.7937579362427,67.111,2.4352725871701,9.2091469,0,3.28273159397
26,2638640,"2613938640","3","2","1","0",29.8,26.629,48.2256186863945,59.8,2.54,0.2,65.8,45.7433624995306,15.5469600811146,44.001,1.82077559497463,4.4436641,1,9.73097280408
26,2638640,"2613938640","3","2","1","0",29.8,26.629,48.2256186863945,59.8,2.54,0.2,65.8,45.7433624995306,15.5469600811146,44.001,1.82077559497463,4.4436641,1,9.73097280408
26,2662460,"2613962460","3","1","1","0",41,17.915,49.9246441529445,69.6,2.78,0.7,92.5,53.854312029026,24.18643594753,69.257,1.87638903312909,3.5667612,0.795918367,3.63992896095
26,2675840,"2613975840","3","2","1","0",41.8,14.201,47.5881980142244,67.4,2.45,0.5,76.1,53.6089007816351,19.7943806774171,53.385,2.06431893687708,17.755603,0,6.31334017315
26,2669260,"2614169260","3","1","1","0",50.6,2.946,47.5560081466395,87.8,2.01,0.6,79,49.4908350305499,8.99524779361847,34.899,1.92036699107867,0,1,1.41849933367
